state,date,ML,Low_90,High_90,Low_50,High_50
Emilia-Romagna,2020-03-13 17:00:00,1.85,1.51,2.17,1.6500000000000001,1.93
Emilia-Romagna,2020-03-14 17:00:00,1.8800000000000001,1.53,2.17,1.73,1.99
Emilia-Romagna,2020-03-15 17:00:00,1.92,1.59,2.2,1.77,2.02
Emilia-Romagna,2020-03-16 17:00:00,1.92,1.62,2.2,1.78,2.02
Emilia-Romagna,2020-03-17 17:00:00,1.8900000000000001,1.59,2.15,1.75,1.98
Emilia-Romagna,2020-03-18 17:00:00,1.85,1.56,2.1,1.73,1.95
Emilia-Romagna,2020-03-19 17:00:00,1.82,1.54,2.06,1.67,1.8900000000000001
Emilia-Romagna,2020-03-20 17:00:00,1.73,1.46,1.96,1.58,1.79
Emilia-Romagna,2020-03-21 17:00:00,1.6300000000000001,1.37,1.86,1.52,1.72
Emilia-Romagna,2020-03-22 17:00:00,1.53,1.27,1.75,1.3900000000000001,1.59
Emilia-Romagna,2020-03-23 17:00:00,1.4000000000000001,1.1500000000000001,1.62,1.26,1.46
Emilia-Romagna,2020-03-24 17:00:00,1.27,1.02,1.49,1.1300000000000001,1.33
Emilia-Romagna,2020-03-25 17:00:00,1.17,0.91,1.3800000000000001,1.02,1.22
Emilia-Romagna,2020-03-26 17:00:00,1.03,0.78,1.25,0.89,1.09
Emilia-Romagna,2020-03-27 17:00:00,0.91,0.65,1.1300000000000001,0.78,0.98
Emilia-Romagna,2020-03-28 17:00:00,0.84,0.59,1.07,0.71,0.91
Emilia-Romagna,2020-03-29 17:00:00,0.8,0.53,1.02,0.6900000000000001,0.89
Emilia-Romagna,2020-03-30 17:00:00,0.77,0.49,0.99,0.62,0.8300000000000001
Emilia-Romagna,2020-03-31 17:00:00,0.76,0.5,1.0,0.62,0.8300000000000001
Emilia-Romagna,2020-04-01 17:00:00,0.77,0.49,1.0,0.63,0.84
Emilia-Romagna,2020-04-02 17:00:00,0.76,0.5,1.01,0.64,0.85
Emilia-Romagna,2020-04-03 17:00:00,0.73,0.44,0.96,0.5700000000000001,0.79
Emilia-Romagna,2020-04-04 17:00:00,0.75,0.45,0.98,0.6,0.8200000000000001
Emilia-Romagna,2020-04-05 17:00:00,0.72,0.44,0.97,0.58,0.8
Emilia-Romagna,2020-04-06 17:00:00,0.67,0.37,0.91,0.54,0.76
Emilia-Romagna,2020-04-07 17:00:00,0.6900000000000001,0.39,0.9400000000000001,0.53,0.76
Emilia-Romagna,2020-04-08 17:00:00,0.71,0.43,0.98,0.56,0.79
Emilia-Romagna,2020-04-09 17:00:00,0.73,0.42,0.98,0.59,0.8200000000000001
Emilia-Romagna,2020-04-10 17:00:00,0.75,0.43,1.0,0.63,0.86
Emilia-Romagna,2020-04-11 17:00:00,0.77,0.46,1.03,0.6,0.84
Emilia-Romagna,2020-04-12 17:00:00,0.8300000000000001,0.53,1.1,0.66,0.9
Emilia-Romagna,2020-04-13 17:00:00,0.81,0.49,1.07,0.65,0.89
Emilia-Romagna,2020-04-14 17:00:00,0.79,0.48,1.06,0.64,0.88
Emilia-Romagna,2020-04-15 17:00:00,0.8,0.5,1.08,0.65,0.89
Emilia-Romagna,2020-04-16 17:00:00,0.78,0.46,1.05,0.66,0.9
Emilia-Romagna,2020-04-17 17:00:00,0.77,0.47000000000000003,1.06,0.6,0.85
Emilia-Romagna,2020-04-18 17:00:00,0.81,0.48,1.08,0.64,0.89
Emilia-Romagna,2020-04-19 17:00:00,0.8200000000000001,0.5,1.1,0.66,0.91
Emilia-Romagna,2020-04-20 17:00:00,0.81,0.47000000000000003,1.08,0.65,0.9
Emilia-Romagna,2020-04-21 17:00:00,0.75,0.43,1.04,0.61,0.86
Emilia-Romagna,2020-04-22 17:00:00,0.74,0.41000000000000003,1.03,0.56,0.8200000000000001
Emilia-Romagna,2020-04-23 17:00:00,0.72,0.37,1.0,0.55,0.81
Emilia-Romagna,2020-04-24 17:00:00,0.71,0.36,1.0,0.56,0.8200000000000001
Emilia-Romagna,2020-04-25 17:00:00,0.73,0.4,1.04,0.55,0.8200000000000001
Emilia-Romagna,2020-04-26 17:00:00,0.77,0.42,1.07,0.6,0.87
Emilia-Romagna,2020-04-27 17:00:00,0.77,0.4,1.06,0.6,0.87
Emilia-Romagna,2020-04-28 17:00:00,0.78,0.43,1.09,0.63,0.9
Emilia-Romagna,2020-04-29 17:00:00,0.79,0.45,1.11,0.6,0.88
Emilia-Romagna,2020-04-30 17:00:00,0.78,0.42,1.09,0.59,0.87
Emilia-Romagna,2020-05-01 17:00:00,0.74,0.36,1.04,0.56,0.84
Emilia-Romagna,2020-05-02 17:00:00,0.68,0.33,1.01,0.52,0.8
Emilia-Romagna,2020-05-03 17:00:00,0.61,0.22,0.92,0.42,0.71
Emilia-Romagna,2020-05-04 17:00:00,0.54,0.15,0.86,0.39,0.68
Emilia-Romagna,2020-05-05 17:00:00,0.49,0.09,0.81,0.31,0.61
Emilia-Romagna,2020-05-06 17:00:00,0.47000000000000003,0.07,0.79,0.26,0.5700000000000001
Emilia-Romagna,2020-05-07 17:00:00,0.44,0.05,0.77,0.28,0.59
Emilia-Romagna,2020-05-08 17:00:00,0.43,0.01,0.74,0.22,0.54
Emilia-Romagna,2020-05-09 17:00:00,0.41000000000000003,0.01,0.74,0.18,0.51
Emilia-Romagna,2020-05-10 17:00:00,0.42,0.0,0.75,0.24,0.5700000000000001
Emilia-Romagna,2020-05-11 17:00:00,0.41000000000000003,0.01,0.76,0.19,0.53
Emilia-Romagna,2020-05-12 17:00:00,0.41000000000000003,0.0,0.76,0.16,0.51
Emilia-Romagna,2020-05-13 17:00:00,0.4,0.0,0.77,0.17,0.52
Emilia-Romagna,2020-05-14 17:00:00,0.38,0.0,0.76,0.14,0.49
Emilia-Romagna,2020-05-15 17:00:00,0.4,0.0,0.78,0.15,0.51
Emilia-Romagna,2020-05-16 17:00:00,0.41000000000000003,0.0,0.8,0.16,0.53
Emilia-Romagna,2020-05-17 17:00:00,0.45,0.0,0.84,0.21,0.59
Emilia-Romagna,2020-05-18 17:00:00,0.49,0.01,0.88,0.24,0.63
Emilia-Romagna,2020-05-19 17:00:00,0.5,0.02,0.9,0.22,0.62
Emilia-Romagna,2020-05-20 17:00:00,0.53,0.02,0.93,0.29,0.6900000000000001
Emilia-Romagna,2020-05-21 17:00:00,0.53,0.03,0.9400000000000001,0.25,0.66
Emilia-Romagna,2020-05-22 17:00:00,0.54,0.01,0.9400000000000001,0.29,0.7000000000000001
Emilia-Romagna,2020-05-23 17:00:00,0.55,0.02,0.96,0.27,0.6900000000000001
Emilia-Romagna,2020-05-24 17:00:00,0.5700000000000001,0.03,0.99,0.33,0.75
Emilia-Romagna,2020-05-25 17:00:00,0.5700000000000001,0.02,0.99,0.29,0.72
Emilia-Romagna,2020-05-26 17:00:00,0.5700000000000001,0.05,1.02,0.32,0.75
Emilia-Romagna,2020-05-27 17:00:00,0.59,0.04,1.03,0.3,0.74
Emilia-Romagna,2020-05-28 17:00:00,0.59,0.02,1.02,0.32,0.76
Emilia-Romagna,2020-05-29 17:00:00,0.58,0.03,1.03,0.28,0.73
Emilia-Romagna,2020-05-30 17:00:00,0.58,0.03,1.03,0.29,0.74
Emilia-Romagna,2020-05-31 17:00:00,0.5700000000000001,0.03,1.03,0.3,0.75
Emilia-Romagna,2020-06-01 17:00:00,0.54,0.0,0.99,0.27,0.72
Emilia-Romagna,2020-06-02 17:00:00,0.48,0.0,0.96,0.17,0.62
Emilia-Romagna,2020-06-03 17:00:00,0.46,0.0,0.96,0.15,0.6
Emilia-Romagna,2020-06-04 17:00:00,0.46,0.0,0.97,0.19,0.64
Emilia-Romagna,2020-06-05 17:00:00,0.46,0.0,0.98,0.14,0.6
Emilia-Romagna,2020-06-06 17:00:00,0.48,0.0,1.0,0.17,0.64
Emilia-Romagna,2020-06-07 17:00:00,0.53,0.0,1.05,0.19,0.68
Emilia-Romagna,2020-06-08 17:00:00,0.6,0.02,1.12,0.31,0.81
Emilia-Romagna,2020-06-09 17:00:00,0.65,0.02,1.16,0.34,0.85
Emilia-Romagna,2020-06-10 17:00:00,0.6900000000000001,0.04,1.21,0.36,0.88
Emilia-Romagna,2020-06-11 17:00:00,0.73,0.05,1.25,0.43,0.9500000000000001
Emilia-Romagna,2020-06-12 17:00:00,0.75,0.06,1.27,0.46,0.98
Emilia-Romagna,2020-06-13 17:00:00,0.72,0.06,1.25,0.42,0.9400000000000001
Emilia-Romagna,2020-06-14 17:00:00,0.74,0.08,1.28,0.46,0.98
Emilia-Romagna,2020-06-15 17:00:00,0.73,0.06,1.26,0.38,0.91
Emilia-Romagna,2020-06-16 17:00:00,0.77,0.1,1.32,0.44,0.97
Emilia-Romagna,2020-06-17 17:00:00,0.78,0.1,1.33,0.46,0.99
Emilia-Romagna,2020-06-18 17:00:00,0.8,0.1,1.34,0.48,1.01
Emilia-Romagna,2020-06-19 17:00:00,0.85,0.16,1.42,0.54,1.07
Emilia-Romagna,2020-06-20 17:00:00,0.88,0.18,1.45,0.5700000000000001,1.1
Emilia-Romagna,2020-06-21 17:00:00,0.91,0.22,1.49,0.58,1.11
Emilia-Romagna,2020-06-22 17:00:00,0.92,0.21,1.48,0.58,1.11
Friuli Venezia Giulia,2020-03-07 18:00:00,2.69,0.02,4.93,1.37,3.62
Friuli Venezia Giulia,2020-03-08 18:00:00,2.5100000000000002,0.42,4.25,1.58,3.22
Friuli Venezia Giulia,2020-03-09 18:00:00,2.89,1.21,4.32,2.16,3.44
Friuli Venezia Giulia,2020-03-10 18:00:00,2.77,1.42,3.94,2.14,3.18
Friuli Venezia Giulia,2020-03-11 17:00:00,2.56,1.42,3.5500000000000003,2.02,2.9
Friuli Venezia Giulia,2020-03-12 17:00:00,2.39,1.43,3.2800000000000002,1.97,2.73
Friuli Venezia Giulia,2020-03-13 17:00:00,2.15,1.28,2.94,1.79,2.47
Friuli Venezia Giulia,2020-03-14 17:00:00,1.98,1.19,2.71,1.59,2.22
Friuli Venezia Giulia,2020-03-15 17:00:00,1.97,1.2,2.61,1.62,2.2
Friuli Venezia Giulia,2020-03-16 17:00:00,1.9100000000000001,1.21,2.52,1.59,2.13
Friuli Venezia Giulia,2020-03-17 17:00:00,1.92,1.25,2.48,1.59,2.1
Friuli Venezia Giulia,2020-03-18 17:00:00,1.85,1.22,2.38,1.54,2.02
Friuli Venezia Giulia,2020-03-19 17:00:00,1.81,1.21,2.31,1.55,2.0
Friuli Venezia Giulia,2020-03-20 17:00:00,1.75,1.18,2.23,1.5,1.93
Friuli Venezia Giulia,2020-03-21 17:00:00,1.72,1.21,2.21,1.51,1.92
Friuli Venezia Giulia,2020-03-22 17:00:00,1.67,1.1500000000000001,2.12,1.42,1.82
Friuli Venezia Giulia,2020-03-23 17:00:00,1.58,1.07,2.0100000000000002,1.33,1.72
Friuli Venezia Giulia,2020-03-24 17:00:00,1.49,0.99,1.9100000000000001,1.25,1.6300000000000001
Friuli Venezia Giulia,2020-03-25 17:00:00,1.42,0.9400000000000001,1.84,1.2,1.57
Friuli Venezia Giulia,2020-03-26 17:00:00,1.3,0.8300000000000001,1.72,1.06,1.43
Friuli Venezia Giulia,2020-03-27 17:00:00,1.24,0.76,1.6500000000000001,1.0,1.37
Friuli Venezia Giulia,2020-03-28 17:00:00,1.2,0.71,1.6,0.96,1.33
Friuli Venezia Giulia,2020-03-29 17:00:00,1.17,0.6900000000000001,1.58,0.93,1.3
Friuli Venezia Giulia,2020-03-30 17:00:00,1.1,0.62,1.51,0.86,1.23
Friuli Venezia Giulia,2020-03-31 17:00:00,1.12,0.64,1.53,0.88,1.25
Friuli Venezia Giulia,2020-04-01 17:00:00,1.12,0.64,1.53,0.88,1.25
Friuli Venezia Giulia,2020-04-02 17:00:00,1.09,0.61,1.5,0.85,1.22
Friuli Venezia Giulia,2020-04-03 17:00:00,1.08,0.6,1.49,0.84,1.21
Friuli Venezia Giulia,2020-04-04 17:00:00,1.07,0.6,1.49,0.8300000000000001,1.2
Friuli Venezia Giulia,2020-04-05 17:00:00,1.01,0.54,1.43,0.77,1.1400000000000001
Friuli Venezia Giulia,2020-04-06 17:00:00,0.96,0.47000000000000003,1.37,0.73,1.1
Friuli Venezia Giulia,2020-04-07 17:00:00,0.9,0.44,1.34,0.6900000000000001,1.06
Friuli Venezia Giulia,2020-04-08 17:00:00,0.86,0.36,1.28,0.62,1.0
Friuli Venezia Giulia,2020-04-09 17:00:00,0.8200000000000001,0.31,1.24,0.6,0.98
Friuli Venezia Giulia,2020-04-10 17:00:00,0.81,0.31,1.25,0.56,0.9500000000000001
Friuli Venezia Giulia,2020-04-11 17:00:00,0.78,0.28,1.23,0.56,0.9500000000000001
Friuli Venezia Giulia,2020-04-12 17:00:00,0.79,0.3,1.26,0.54,0.9400000000000001
Friuli Venezia Giulia,2020-04-13 17:00:00,0.78,0.25,1.23,0.56,0.96
Friuli Venezia Giulia,2020-04-14 17:00:00,0.79,0.25,1.24,0.53,0.9400000000000001
Friuli Venezia Giulia,2020-04-15 17:00:00,0.79,0.25,1.25,0.55,0.96
Friuli Venezia Giulia,2020-04-16 17:00:00,0.81,0.26,1.27,0.54,0.96
Friuli Venezia Giulia,2020-04-17 17:00:00,0.8,0.24,1.26,0.54,0.96
Friuli Venezia Giulia,2020-04-18 17:00:00,0.76,0.22,1.24,0.53,0.9500000000000001
Friuli Venezia Giulia,2020-04-19 17:00:00,0.75,0.2,1.23,0.48,0.91
Friuli Venezia Giulia,2020-04-20 17:00:00,0.72,0.15,1.19,0.49,0.92
Friuli Venezia Giulia,2020-04-21 17:00:00,0.68,0.1,1.1400000000000001,0.41000000000000003,0.85
Friuli Venezia Giulia,2020-04-22 17:00:00,0.66,0.07,1.11,0.36,0.81
Friuli Venezia Giulia,2020-04-23 17:00:00,0.68,0.08,1.1400000000000001,0.42,0.87
Friuli Venezia Giulia,2020-04-24 17:00:00,0.71,0.13,1.21,0.43,0.89
Friuli Venezia Giulia,2020-04-25 17:00:00,0.71,0.12,1.21,0.4,0.87
Friuli Venezia Giulia,2020-04-26 17:00:00,0.73,0.11,1.22,0.44,0.91
Friuli Venezia Giulia,2020-04-27 17:00:00,0.71,0.09,1.2,0.45,0.92
Friuli Venezia Giulia,2020-04-28 17:00:00,0.6900000000000001,0.06,1.17,0.39,0.87
Friuli Venezia Giulia,2020-04-29 17:00:00,0.6900000000000001,0.09,1.2,0.42,0.9
Friuli Venezia Giulia,2020-04-30 17:00:00,0.65,0.03,1.1300000000000001,0.33,0.8200000000000001
Friuli Venezia Giulia,2020-05-01 17:00:00,0.63,0.02,1.11,0.32,0.81
Friuli Venezia Giulia,2020-05-02 17:00:00,0.55,0.0,1.05,0.21,0.7000000000000001
Friuli Venezia Giulia,2020-05-03 17:00:00,0.54,0.0,1.05,0.22,0.71
Friuli Venezia Giulia,2020-05-04 17:00:00,0.53,0.0,1.06,0.16,0.66
Friuli Venezia Giulia,2020-05-05 17:00:00,0.51,0.0,1.06,0.15,0.65
Friuli Venezia Giulia,2020-05-06 17:00:00,0.52,0.0,1.08,0.16,0.67
Friuli Venezia Giulia,2020-05-07 17:00:00,0.5,0.0,1.08,0.14,0.65
Friuli Venezia Giulia,2020-05-08 17:00:00,0.51,0.0,1.1,0.13,0.65
Friuli Venezia Giulia,2020-05-09 17:00:00,0.52,0.0,1.11,0.22,0.74
Friuli Venezia Giulia,2020-05-10 17:00:00,0.49,0.0,1.11,0.17,0.6900000000000001
Friuli Venezia Giulia,2020-05-11 17:00:00,0.54,0.0,1.1500000000000001,0.19,0.73
Friuli Venezia Giulia,2020-05-12 17:00:00,0.52,0.0,1.1400000000000001,0.15,0.6900000000000001
Friuli Venezia Giulia,2020-05-13 17:00:00,0.53,0.0,1.16,0.14,0.6900000000000001
Friuli Venezia Giulia,2020-05-14 17:00:00,0.54,0.0,1.18,0.21,0.76
Friuli Venezia Giulia,2020-05-15 17:00:00,0.55,0.0,1.19,0.19,0.75
Friuli Venezia Giulia,2020-05-16 17:00:00,0.56,0.0,1.21,0.17,0.74
Friuli Venezia Giulia,2020-05-17 17:00:00,0.5700000000000001,0.0,1.22,0.16,0.74
Friuli Venezia Giulia,2020-05-18 17:00:00,0.59,0.0,1.24,0.21,0.79
Friuli Venezia Giulia,2020-05-19 17:00:00,0.56,0.0,1.22,0.15,0.73
Friuli Venezia Giulia,2020-05-20 17:00:00,0.5700000000000001,0.0,1.24,0.21,0.79
Friuli Venezia Giulia,2020-05-21 17:00:00,0.58,0.0,1.25,0.18,0.77
Friuli Venezia Giulia,2020-05-22 17:00:00,0.59,0.0,1.26,0.16,0.76
Friuli Venezia Giulia,2020-05-23 17:00:00,0.55,0.0,1.25,0.14,0.73
Friuli Venezia Giulia,2020-05-24 17:00:00,0.56,0.0,1.26,0.22,0.81
Friuli Venezia Giulia,2020-05-25 17:00:00,0.5700000000000001,0.0,1.27,0.17,0.77
Friuli Venezia Giulia,2020-05-26 17:00:00,0.58,0.0,1.28,0.15,0.76
Friuli Venezia Giulia,2020-05-27 17:00:00,0.53,0.0,1.27,0.12,0.72
Friuli Venezia Giulia,2020-05-28 17:00:00,0.54,0.0,1.28,0.16,0.76
Friuli Venezia Giulia,2020-05-29 17:00:00,0.55,0.0,1.29,0.13,0.74
Friuli Venezia Giulia,2020-05-30 17:00:00,0.49,0.0,1.27,0.09,0.6900000000000001
Friuli Venezia Giulia,2020-05-31 17:00:00,0.42,0.0,1.25,0.1,0.68
Friuli Venezia Giulia,2020-06-01 17:00:00,0.31,0.0,1.23,0.05,0.62
Friuli Venezia Giulia,2020-06-02 17:00:00,0.31,0.0,1.24,0.07,0.64
Friuli Venezia Giulia,2020-06-03 17:00:00,0.31,0.0,1.25,0.05,0.63
Friuli Venezia Giulia,2020-06-04 17:00:00,0.26,0.0,1.23,0.04,0.6
Friuli Venezia Giulia,2020-06-05 17:00:00,0.25,0.0,1.24,0.06,0.62
Friuli Venezia Giulia,2020-06-06 17:00:00,0.26,0.0,1.26,0.03,0.6
Friuli Venezia Giulia,2020-06-07 17:00:00,0.26,0.0,1.27,0.05,0.62
Friuli Venezia Giulia,2020-06-08 17:00:00,0.26,0.0,1.28,0.03,0.61
Friuli Venezia Giulia,2020-06-09 17:00:00,0.3,0.0,1.33,0.04,0.65
Friuli Venezia Giulia,2020-06-10 17:00:00,0.31,0.0,1.34,0.06,0.67
Friuli Venezia Giulia,2020-06-11 17:00:00,0.32,0.0,1.35,0.04,0.66
Friuli Venezia Giulia,2020-06-12 17:00:00,0.32,0.0,1.36,0.06,0.68
Friuli Venezia Giulia,2020-06-13 17:00:00,0.32,0.0,1.37,0.1,0.72
Friuli Venezia Giulia,2020-06-14 17:00:00,0.32,0.0,1.3800000000000001,0.06,0.6900000000000001
Friuli Venezia Giulia,2020-06-15 17:00:00,0.33,0.0,1.3900000000000001,0.09,0.72
Friuli Venezia Giulia,2020-06-16 17:00:00,0.33,0.0,1.4000000000000001,0.05,0.6900000000000001
Friuli Venezia Giulia,2020-06-17 17:00:00,0.34,0.0,1.41,0.08,0.72
Friuli Venezia Giulia,2020-06-18 17:00:00,0.27,0.0,1.37,0.03,0.65
Friuli Venezia Giulia,2020-06-19 17:00:00,0.27,0.0,1.3800000000000001,0.05,0.67
Friuli Venezia Giulia,2020-06-20 17:00:00,0.27,0.0,1.3900000000000001,0.08,0.7000000000000001
Friuli Venezia Giulia,2020-06-21 17:00:00,0.27,0.0,1.4000000000000001,0.04,0.67
Friuli Venezia Giulia,2020-06-22 17:00:00,0.27,0.0,1.41,0.06,0.6900000000000001
Lazio,2020-03-05 17:00:00,2.2800000000000002,0.0,4.74,1.03,3.27
Lazio,2020-03-06 17:00:00,1.8900000000000001,0.04,3.65,0.91,2.58
Lazio,2020-03-07 18:00:00,1.93,0.15,3.38,1.08,2.5
Lazio,2020-03-08 18:00:00,2.16,0.5700000000000001,3.5,1.49,2.71
Lazio,2020-03-09 18:00:00,2.3000000000000003,0.9500000000000001,3.49,1.67,2.72
Lazio,2020-03-10 18:00:00,2.49,1.33,3.5100000000000002,1.95,2.85
Lazio,2020-03-11 17:00:00,2.56,1.57,3.45,2.15,2.92
Lazio,2020-03-12 17:00:00,2.5100000000000002,1.6300000000000001,3.2800000000000002,2.11,2.79
Lazio,2020-03-13 17:00:00,2.45,1.6600000000000001,3.13,2.12,2.72
Lazio,2020-03-14 17:00:00,2.39,1.68,3.0,2.08,2.62
Lazio,2020-03-15 17:00:00,2.27,1.6300000000000001,2.83,1.94,2.44
Lazio,2020-03-16 17:00:00,2.2,1.6,2.71,1.9100000000000001,2.37
Lazio,2020-03-17 17:00:00,2.15,1.59,2.62,1.9100000000000001,2.33
Lazio,2020-03-18 17:00:00,2.09,1.58,2.54,1.83,2.23
Lazio,2020-03-19 17:00:00,2.0100000000000002,1.52,2.43,1.81,2.18
Lazio,2020-03-20 17:00:00,1.96,1.5,2.36,1.72,2.08
Lazio,2020-03-21 17:00:00,1.8800000000000001,1.44,2.2600000000000002,1.6600000000000001,2.0
Lazio,2020-03-22 17:00:00,1.78,1.36,2.15,1.57,1.9000000000000001
Lazio,2020-03-23 17:00:00,1.69,1.27,2.04,1.48,1.8
Lazio,2020-03-24 17:00:00,1.61,1.2,1.95,1.41,1.72
Lazio,2020-03-25 17:00:00,1.51,1.1400000000000001,1.87,1.35,1.6500000000000001
Lazio,2020-03-26 17:00:00,1.44,1.07,1.79,1.25,1.55
Lazio,2020-03-27 17:00:00,1.37,0.98,1.7,1.17,1.47
Lazio,2020-03-28 17:00:00,1.32,0.9400000000000001,1.6500000000000001,1.16,1.45
Lazio,2020-03-29 17:00:00,1.24,0.86,1.57,1.08,1.37
Lazio,2020-03-30 17:00:00,1.19,0.8,1.51,1.02,1.31
Lazio,2020-03-31 17:00:00,1.11,0.73,1.44,0.9400000000000001,1.23
Lazio,2020-04-01 17:00:00,1.04,0.66,1.37,0.88,1.17
Lazio,2020-04-02 17:00:00,0.98,0.58,1.3,0.78,1.08
Lazio,2020-04-03 17:00:00,0.92,0.54,1.26,0.73,1.03
Lazio,2020-04-04 17:00:00,0.87,0.48,1.21,0.6900000000000001,0.99
Lazio,2020-04-05 17:00:00,0.86,0.46,1.2,0.65,0.96
Lazio,2020-04-06 17:00:00,0.86,0.45,1.2,0.66,0.97
Lazio,2020-04-07 17:00:00,0.85,0.47000000000000003,1.22,0.67,0.98
Lazio,2020-04-08 17:00:00,0.86,0.46,1.22,0.7000000000000001,1.01
Lazio,2020-04-09 17:00:00,0.87,0.45,1.22,0.66,0.98
Lazio,2020-04-10 17:00:00,0.9,0.49,1.26,0.6900000000000001,1.01
Lazio,2020-04-11 17:00:00,0.9,0.49,1.26,0.7000000000000001,1.02
Lazio,2020-04-12 17:00:00,0.91,0.52,1.29,0.71,1.03
Lazio,2020-04-13 17:00:00,0.9400000000000001,0.51,1.29,0.74,1.06
Lazio,2020-04-14 17:00:00,0.9400000000000001,0.51,1.29,0.74,1.06
Lazio,2020-04-15 17:00:00,0.91,0.49,1.27,0.72,1.04
Lazio,2020-04-16 17:00:00,0.89,0.47000000000000003,1.25,0.7000000000000001,1.02
Lazio,2020-04-17 17:00:00,0.86,0.43,1.22,0.64,0.97
Lazio,2020-04-18 17:00:00,0.8200000000000001,0.4,1.19,0.6,0.93
Lazio,2020-04-19 17:00:00,0.76,0.33,1.1300000000000001,0.56,0.89
Lazio,2020-04-20 17:00:00,0.72,0.29,1.1,0.49,0.8300000000000001
Lazio,2020-04-21 17:00:00,0.68,0.23,1.06,0.48,0.8200000000000001
Lazio,2020-04-22 17:00:00,0.67,0.22,1.06,0.44,0.79
Lazio,2020-04-23 17:00:00,0.68,0.23,1.08,0.48,0.8300000000000001
Lazio,2020-04-24 17:00:00,0.72,0.25,1.12,0.49,0.85
Lazio,2020-04-25 17:00:00,0.76,0.28,1.16,0.55,0.91
Lazio,2020-04-26 17:00:00,0.78,0.31,1.19,0.58,0.9400000000000001
Lazio,2020-04-27 17:00:00,0.79,0.3,1.19,0.54,0.91
Lazio,2020-04-28 17:00:00,0.8,0.33,1.22,0.56,0.93
Lazio,2020-04-29 17:00:00,0.79,0.3,1.2,0.56,0.93
Lazio,2020-04-30 17:00:00,0.76,0.29,1.19,0.55,0.92
Lazio,2020-05-01 17:00:00,0.75,0.27,1.18,0.5,0.88
Lazio,2020-05-02 17:00:00,0.76,0.26,1.18,0.52,0.9
Lazio,2020-05-03 17:00:00,0.75,0.24,1.17,0.53,0.91
Lazio,2020-05-04 17:00:00,0.75,0.23,1.17,0.5,0.89
Lazio,2020-05-05 17:00:00,0.75,0.27,1.21,0.51,0.9
Lazio,2020-05-06 17:00:00,0.74,0.24,1.19,0.53,0.92
Lazio,2020-05-07 17:00:00,0.71,0.19,1.1500000000000001,0.46,0.86
Lazio,2020-05-08 17:00:00,0.6900000000000001,0.15,1.12,0.46,0.86
Lazio,2020-05-09 17:00:00,0.66,0.14,1.11,0.4,0.81
Lazio,2020-05-10 17:00:00,0.64,0.12,1.09,0.41000000000000003,0.8200000000000001
Lazio,2020-05-11 17:00:00,0.65,0.1,1.09,0.39,0.81
Lazio,2020-05-12 17:00:00,0.67,0.12,1.1300000000000001,0.4,0.8300000000000001
Lazio,2020-05-13 17:00:00,0.71,0.15,1.18,0.46,0.89
Lazio,2020-05-14 17:00:00,0.75,0.17,1.22,0.46,0.9
Lazio,2020-05-15 17:00:00,0.78,0.2,1.26,0.51,0.9500000000000001
Lazio,2020-05-16 17:00:00,0.8,0.24,1.3,0.53,0.97
Lazio,2020-05-17 17:00:00,0.8,0.21,1.28,0.54,0.98
Lazio,2020-05-18 17:00:00,0.77,0.18,1.25,0.53,0.97
Lazio,2020-05-19 17:00:00,0.75,0.15,1.22,0.45,0.9
Lazio,2020-05-20 17:00:00,0.6900000000000001,0.09,1.1500000000000001,0.41000000000000003,0.86
Lazio,2020-05-21 17:00:00,0.67,0.08,1.1400000000000001,0.37,0.8300000000000001
Lazio,2020-05-22 17:00:00,0.64,0.07,1.12,0.36,0.8200000000000001
Lazio,2020-05-23 17:00:00,0.61,0.03,1.07,0.35000000000000003,0.81
Lazio,2020-05-24 17:00:00,0.61,0.03,1.08,0.32,0.79
Lazio,2020-05-25 17:00:00,0.61,0.02,1.08,0.29,0.77
Lazio,2020-05-26 17:00:00,0.58,0.02,1.07,0.28,0.76
Lazio,2020-05-27 17:00:00,0.58,0.0,1.06,0.24,0.73
Lazio,2020-05-28 17:00:00,0.5700000000000001,0.0,1.07,0.27,0.76
Lazio,2020-05-29 17:00:00,0.54,0.0,1.05,0.22,0.71
Lazio,2020-05-30 17:00:00,0.52,0.0,1.06,0.16,0.66
Lazio,2020-05-31 17:00:00,0.51,0.0,1.06,0.15,0.65
Lazio,2020-06-01 17:00:00,0.49,0.0,1.06,0.14,0.64
Lazio,2020-06-02 17:00:00,0.53,0.0,1.1,0.16,0.68
Lazio,2020-06-03 17:00:00,0.55,0.0,1.12,0.24,0.76
Lazio,2020-06-04 17:00:00,0.59,0.0,1.16,0.23,0.77
Lazio,2020-06-05 17:00:00,0.67,0.0,1.22,0.29,0.85
Lazio,2020-06-06 17:00:00,0.71,0.03,1.28,0.4,0.96
Lazio,2020-06-07 17:00:00,0.78,0.05,1.35,0.44,1.01
Lazio,2020-06-08 17:00:00,0.8200000000000001,0.08,1.4000000000000001,0.49,1.06
Lazio,2020-06-09 17:00:00,0.88,0.16,1.5,0.56,1.1300000000000001
Lazio,2020-06-10 17:00:00,0.89,0.15,1.49,0.54,1.11
Lazio,2020-06-11 17:00:00,0.87,0.13,1.46,0.5,1.07
Lazio,2020-06-12 17:00:00,0.88,0.14,1.47,0.5700000000000001,1.1300000000000001
Lazio,2020-06-13 17:00:00,0.8300000000000001,0.1,1.41,0.5,1.06
